miete,mieteqm,flaeche,bjahr,bad,kueche,lage,zh,bezv,bez
1145.4,20.09474,57,1994.5,1,0,1,1,2131,21
804.5,14.11403,57,1958,0,0,1,1,2113,21
1161.3,20.37369,57,1972,0,0,2,1,926,9
1060.2,11.52391,92,1963,0,0,1,1,2135,21
817.4,10.89867,75,1957.5,0,0,2,1,415,4
628.7,10.30656,61,1957.5,0,0,2,1,414,4
1427.3,16.03708,89,1973,0,0,2,1,1244,12
893.6,10.51294,85,1957.5,1,0,1,1,1312,13
1677.2,17.65474,95,1991,0,0,1,1,1313,13
989.3,17.66607,56,1983,0,1,1,1,1312,13
888.8,20.2,44,1968,0,0,2,1,2523,25
1089.1,13.78608,79,1957.5,0,0,1,1,2514,25
1317.2,17.33158,76,1924,0,0,2,1,926,9
1711.2,11.04,155,1918,1,0,3,1,925,9
856.9,8.834021,97,1960,0,0,2,1,925,9
2411.8,21.92546,110,1990,0,0,1,1,1375,14
623.9,7.998718,78,1936,0,0,2,1,1375,14
1199.9,16.43699,73,1993,0,0,1,1,1714,17
1512.1,19.3859,78,1981,0,0,1,1,1711,17
1324.7,14.09255,94,1939,1,0,2,1,1853,19
1347.9,18.72083,72,1918,0,1,2,1,1852,19
681.4,12.38909,55,1956,0,0,2,1,331,3
1274.1,14.31573,89,1976,0,0,1,1,2113,21
1013.6,17.47586,58,1980,0,0,2,1,711,7
944.7,17.17636,55,1957.5,0,0,1,1,723,7
1171.9,16.74143,70,1972,0,0,1,1,711,7
704.2,12.35439,57,1963,0,0,1,1,2514,25
1036.5,9.422728,110,1965,1,0,1,1,2514,25
1248.1,12.23627,102,1959,0,0,1,1,711,7
453.1,8.238182,55,1960,0,0,1,1,2514,25
1157.3,16.3,71,1918,0,0,3,1,924,9
418.3,9.295555,45,1957.5,0,0,1,1,963,10
986.1,11.33448,87,1971,0,0,1,1,1012,10
1109.5,14.59868,76,1959,0,0,1,1,927,9
1513.5,9.957237,152,1918,0,0,2,1,913,9
610.7,7.63375,80,1957.5,0,0,2,1,913,9
654.4,12.11852,54,1970,0,0,1,1,2113,21
664.2,8.1,82,1969,1,0,2,1,521,5
1208.8,15.11,80,1918,0,0,2,1,232,2
1218.6,14.86098,82,1962,0,0,1,1,1132,11
928.5,10.67241,87,1972,1,0,2,1,2143,21
722.9,9.90274,73,1962,0,0,2,1,2524,25
1578.6,18.14483,87,1930,0,1,1,1,624,6
1289.5,16.11875,80,1962,0,0,1,1,624,6
883.9,10.77927,82,1939,0,0,1,1,623,6
916.5,15.275,60,1966,0,0,2,1,2524,25
958,12.44156,77,1929,0,0,2,1,913,9
696.6,8.599999,81,1929,0,0,1,0,331,3
328.8,4.835294,68,1918,0,0,1,0,623,6
657.1,12.63654,52,1956,0,0,1,0,723,7
761.2,11.71077,65,1957,0,0,1,1,1831,18
880.8,10.36235,85,1972,1,0,1,1,1011,10
717.9,7.478125,96,1936,0,0,3,1,1335,13
1276.8,18.50435,69,1991,0,1,1,1,1313,13
482,16.06667,30,1957.5,0,0,2,1,411,4
670.2,7.703448,87,1918,0,0,2,0,961,10
728.3,12.77719,57,1962,0,0,1,1,734,7
1169.8,19.49667,60,1972,0,0,2,1,1953,20
546.1,13.6525,40,1966,0,0,1,1,1957,20
793.4,19.835,40,1967,0,0,1,1,1957,20
699.6,18.41053,38,1986,0,0,1,1,1934,19
1071.8,13.74103,78,1971,0,0,1,1,422,4
565.2,18.84,30,1956,0,0,1,1,963,10
787,9.962026,79,1929,0,0,1,1,813,8
449.9,5.486585,82,1918,0,0,2,1,942,9
1391.1,10.78372,129,1918,0,0,2,1,914,9
1361.2,17.015,80,1958,0,0,2,1,341,3
671.8,19.19428,35,1953,0,0,1,1,2512,25
266.5,8.328125,32,1972,0,0,1,1,2424,24
805.7,12.99516,62,1971,0,0,1,1,1012,10
573.2,12.46087,46,1959,0,0,1,1,814,8
594.4,7.925333,75,1956,0,0,2,1,333,3
393.9,8.753333,45,1929,0,0,2,0,350,4
1256,17.94286,70,1918,0,0,1,1,612,6
516.7,17.81724,29,1957,0,0,1,1,713,7
1162.1,22.34808,52,1961,0,0,1,1,713,7
1401,20.30435,69,1918,0,0,2,1,961,10
987.6,12.82597,77,1960,0,0,1,1,963,10
915.2,15.25333,60,1960,0,0,1,1,1121,11
1659.8,19.52706,85,1992,0,0,1,1,1122,11
1197.2,15.75263,76,1969,0,0,3,1,964,10
720.7,10.59853,68,1960,0,0,1,1,963,10
1261.6,19.11515,66,1981,0,0,1,1,962,10
563.2,12.51556,45,1971,0,0,1,1,1012,10
1085.7,10.05278,108,1971,0,0,1,1,942,9
861.3,12.48261,69,1971,0,0,1,1,1012,10
1114.3,13.4253,83,1973,0,0,1,1,1015,10
1361.7,18.156,75,1918,0,0,1,1,563,6
1060.5,22.56383,47,1992,0,0,2,1,813,8
893.2,13.95625,64,1959,0,0,1,1,1822,18
1044.7,20.09038,52,1992,0,0,2,1,563,6
849.4,19.75349,43,1972,0,0,1,1,1123,11
618.7,7.638272,81,1918,0,0,2,0,961,10
530.8,16.08485,33,1983,0,0,1,1,1132,11
1531.4,18.23095,84,1988,0,0,2,1,941,9
280.5,3.950704,71,1957.5,0,0,2,1,531,5
803.2,15.74902,51,1984,0,0,1,1,1132,11
658.6,18.29444,36,1968,0,0,1,1,1343,13
1596.3,13.3025,120,1983,1,0,2,1,1653,17
1021.4,18.91482,54,1984,0,0,1,1,252,3
857,8.656566,99,1957.5,1,0,1,1,1624,16
1492.5,15.71053,95,1980,1,0,1,1,1832,18
1134.9,10.22432,111,1954,1,0,1,1,1722,17
889,17.09615,52,1966,0,0,1,1,1714,17
1108.5,10.86765,102,1954,1,0,1,1,1722,17
1038.9,19.23889,54,1957.5,0,0,2,1,372,4
1006.2,17.34828,58,1936,0,0,2,0,2529,25
522.8,9.335714,56,1918,0,0,1,1,2526,25
519.2,7.987692,65,1929,0,0,1,1,1921,19
1237.2,16.71892,74,1984,0,0,1,1,1924,19
872.3,15.30351,57,1986,0,0,1,1,152,2
852.7,10.65875,80,1959,0,0,2,1,2526,25
437.8,8.41923,52,1957,0,0,1,1,331,3
397.3,8.828889,45,1939,0,0,1,1,2528,25
1310.2,22.58965,58,1994,0,0,1,1,1342,13
999.7,7.9976,125,1918,0,0,2,0,122,1
654.3,8.963014,73,1918,0,0,2,1,232,2
815.3,8.492708,96,1957,0,0,1,1,1112,11
964.1,13.20685,73,1965,0,0,1,1,1122,11
581.7,8.949231,65,1918,0,0,1,1,1121,11
1588.4,20.9,76,1983,0,1,1,1,1611,16
1205.1,19.4371,62,1983,0,1,1,1,563,6
1473.5,15.34896,96,1929,0,0,1,0,1811,18
817.4,10.89867,75,1957.5,0,0,1,1,1812,18
519.5,8.658334,60,1957.5,0,0,2,1,210,2
335.7,5.010448,67,1918,0,0,2,0,231,2
1338.5,17.84667,75,1971,0,0,1,1,2411,24
681.8,13.636,50,1957.5,0,0,1,1,1013,10
458.1,12.725,36,1971,0,0,1,1,1025,10
978.1,16.30167,60,1918,0,0,2,1,531,5
1184,12.73118,93,1961,0,0,2,1,425,4
791.5,8.510753,93,1955,1,0,1,1,1112,11
1600.4,13.33667,120,1929,1,0,2,1,1243,12
1749.3,19.65506,89,1954,0,0,1,1,1821,18
527.5,17.58333,30,1959,0,0,1,1,1822,18
269,7.472222,36,1918,0,0,2,1,411,4
615.5,16.19737,38,1960,0,0,1,1,1241,12
1520.6,22.03768,69,1991,1,0,2,1,2135,21
1699.1,23.27534,73,1972,0,0,3,1,925,9
354.8,4.223809,84,1964,0,0,1,1,1371,14
758.3,11.84844,64,1972,0,0,1,1,1957,20
1066.7,19.04821,56,1956,0,0,2,0,913,9
833.9,13.89833,60,1954,0,0,2,0,543,5
1572.9,19.41852,81,1918,0,0,2,1,531,5
927.8,18.556,50,1972,0,0,2,1,2146,21
867.8,14.70847,59,1981,0,0,1,1,2221,22
763.2,25.44,30,1974,0,0,2,1,926,9
462.4,12.84444,36,1960,0,0,1,1,963,10
554.5,21.32692,26,1972,0,0,1,1,1281,13
1165.6,15.75135,74,1929,0,0,1,1,422,4
776.6,10.21842,76,1970,0,0,1,1,713,7
853,17.40816,49,1918,0,0,1,1,612,6
746.6,13.33214,56,1957.5,0,0,2,1,333,3
1620.2,19.06118,85,1918,0,1,2,1,816,8
544.1,7.254666,75,1957.5,0,0,1,1,273,3
788.4,14.07857,56,1918,0,0,1,1,814,8
1433.7,14.93437,96,1967,0,0,2,1,714,7
466.8,4.913684,95,1918,0,0,1,0,816,8
507.6,6.507692,78,1929,0,0,2,0,941,9
864.7,17.64694,49,1971,0,0,1,1,2021,20
519,13.6579,38,1958,0,0,1,1,928,9
674.6,19.84118,34,1984,0,0,2,1,411,4
807.6,27.84827,29,1972,0,0,1,1,2011,20
392.9,6.659322,59,1957.5,0,0,1,1,624,6
1197.7,17.35797,69,1965,0,0,1,1,1944,19
1936.1,18.09439,107,1972,1,1,1,1,1944,19
443.5,6.823077,65,1918,1,0,2,1,1244,12
1349,11.73043,115,1955,0,0,2,1,1262,13
744.7,16.54889,45,1918,0,0,2,1,415,4
1190.8,14.52195,82,1984,0,0,2,1,964,10
1298,15.27059,85,1985,0,0,2,1,1235,12
854.5,9.494445,90,1939,0,0,2,1,412,4
2282.1,20.74636,110,1973,0,0,3,1,1250,13
815.1,11.32083,72,1970,0,0,1,1,1712,17
1114.6,15.48056,72,1972,0,0,1,1,1811,18
1125.5,18.45082,61,1937,0,0,2,0,563,6
1296.6,14.90345,87,1972,0,0,2,1,411,4
779.8,9.509756,82,1957.5,0,0,2,1,412,4
1146.7,21.23518,54,1957.5,0,0,2,1,411,4
1139.9,11.75155,97,1939,0,0,2,1,411,4
846.3,14.105,60,1957.5,0,1,2,1,426,4
928.6,15.73898,59,1957,0,0,2,1,414,4
551.9,6.417442,86,1918,0,0,2,1,914,9
896.5,16.3,55,1918,0,0,2,1,961,10
179.6,4.605128,39,1939,0,0,1,0,2222,22
991.6,15.49375,64,1918,0,0,1,1,915,9
804.6,15.77647,51,1957,0,0,2,1,210,2
737.3,9.216249,80,1930,0,0,1,1,916,9
916.9,10.18778,90,1918,0,0,2,0,961,10
741.8,12.36333,60,1956,0,0,2,1,350,4
543.7,14.30789,38,1929,0,0,2,1,1261,13
623,9.584616,65,1929,0,0,1,1,261,3
578.3,16.52286,35,1967,0,0,1,1,252,3
1276.9,9.822308,130,1929,1,0,1,0,242,2
1453.6,20.76571,70,1991,0,1,2,1,1723,17
668.3,12.15091,55,1918,0,0,1,1,822,8
475.5,8.198276,58,1961,0,0,2,1,284,3
1112.7,9.2725,120,1939,0,0,1,1,251,3
850,16.66667,51,1967,0,0,1,1,1133,11
1361.6,17.45641,78,1959,1,0,2,1,2524,25
699.4,11.46557,61,1957.5,0,0,1,1,1133,11
688.7,12.29821,56,1959,0,0,1,1,1132,11
1550.2,16.31789,95,1972,1,0,2,1,1243,12
728.5,9.221519,79,1924,0,0,3,0,1852,19
1057.3,15.10429,70,1957.5,0,0,2,1,151,2
1880.6,25.76164,73,1991,1,1,2,1,153,2
1116.7,14.13544,79,1957.5,1,0,2,1,1531,15
1171.9,21.70185,54,1984,0,0,2,1,964,10
1062.4,8.853333,120,1929,0,0,1,1,1011,10
737,22.33333,33,1977,0,0,2,1,1244,12
1586.9,22.67,70,1991,1,0,3,1,2133,21
1418.3,10.91,130,1957.5,0,0,2,1,411,4
1384,16.28235,85,1918,1,0,2,1,543,5
1840.8,21.40465,86,1991,1,1,1,1,542,5
1251.3,18.67612,67,1918,0,0,2,1,210,2
910.7,12.82676,71,1939,0,0,2,1,360,4
802.7,10.03375,80,1957.5,0,0,2,1,1543,15
1208.1,20.82931,58,1991,0,0,2,1,1541,15
394.4,12.325,32,1929,0,0,2,1,210,2
989.2,17.66429,56,1959,0,0,2,1,232,2
1069.6,15.06479,71,1983,0,0,1,1,1363,14
599.9,11.998,50,1959,0,0,2,1,231,2
998.4,14.26286,70,1918,0,0,2,1,210,2
79,1.680851,47,1918,0,0,2,1,521,5
1421.2,15.79111,90,1918,1,0,2,1,711,7
458.6,11.465,40,1958,0,1,1,1,1611,16
771.3,11.17826,69,1918,0,0,1,1,542,5
879.9,11.42727,77,1972,0,0,2,1,1613,16
527.1,6.845454,77,1918,0,0,1,1,522,5
528.3,17.04193,31,1939,0,0,2,0,914,9
1473.5,17.13372,86,1918,0,0,2,1,961,10
1002.9,16.715,60,1918,0,0,2,1,242,2
587.3,10.12586,58,1957.5,0,0,1,0,1402,14
613,15.71795,39,1957,0,0,1,1,623,6
647.5,6.225962,104,1918,0,0,1,0,623,6
1074.2,13.77179,78,1918,0,0,1,1,622,6
1375.3,14.32604,96,1918,0,0,1,1,623,6
1013.5,12.35976,82,1918,0,0,1,1,623,6
757.3,11.83281,64,1966,0,0,2,1,711,7
771.3,11.17826,69,1973,1,0,2,1,711,7
477.3,9.943749,48,1965,0,0,1,1,2131,21
567.5,11.35,50,1924,0,0,1,1,2222,22
977.7,16.57119,59,1987,0,0,1,1,2213,22
896.5,13.3806,67,1984,0,0,1,1,714,7
914,10.26966,89,1971,0,0,1,1,713,7
753,9.182927,82,1960,0,0,1,1,612,6
804.3,14.62364,55,1969,0,0,1,1,612,6
828.5,9.981928,83,1970,0,0,1,1,713,7
479.8,8.132203,59,1939,0,0,1,0,734,7
1332.9,13.19703,101,1979,0,0,1,1,2024,20
785.8,14.28727,55,1969,0,0,1,1,713,7
942.6,12.24156,77,1975,1,0,1,1,713,7
780.8,15.616,50,1959,0,0,1,1,713,7
397.9,6.980701,57,1918,0,0,1,1,612,6
1056,17.03226,62,1962,0,0,1,1,713,7
1454.8,16.34607,89,1981,0,0,2,1,1935,19
1717.2,19.73793,87,1984,1,1,2,1,1646,16
1178.3,19.63833,60,1963,0,0,2,1,563,6
729.5,20.84286,35,1970,0,0,1,1,1713,17
262,7.277778,36,1931,0,0,1,0,713,7
1239.3,19.06615,65,1929,0,0,1,1,252,3
1487.9,19.32338,77,1918,0,0,2,0,813,8
881,22.58974,39,1985,0,0,2,1,332,3
1308.1,15.76024,83,1985,0,0,1,1,252,3
1787.6,16.55185,108,1918,0,0,1,1,261,3
419.7,13.53871,31,1918,0,0,1,0,822,8
1091.7,10.917,100,1961,0,0,1,1,963,10
1412.8,17.66,80,1957.5,0,0,2,1,350,4
857.6,12.61176,68,1956,0,0,1,1,1121,11
963.7,12.84933,75,1957.5,0,0,2,1,412,4
847.1,14.60517,58,1953,0,0,2,1,425,4
699.6,12.72,55,1997,0,0,1,1,2142,21
398.2,9.480952,42,1939,0,1,1,1,2221,22
864.2,10.2881,84,1973,0,0,1,1,1122,11
528.7,6.778205,78,1957.5,0,0,2,0,350,4
1133.3,14.16625,80,1957.5,0,0,2,1,350,4
573.4,9.886208,58,1957.5,0,0,2,1,943,9
795.4,11.20282,71,1959,0,0,1,1,951,10
1041.9,20.838,50,1969,0,1,1,1,2523,25
720,12.41379,58,1918,0,0,1,0,822,8
1258.9,21.33729,59,1939,0,0,3,1,925,9
692.8,12.59636,55,1918,0,0,1,1,2134,21
1378.9,16.81585,82,1959,0,0,1,1,927,9
672.3,12.92885,52,1959,0,1,1,1,1132,11
713.7,11.895,60,1957.5,0,0,2,1,941,9
545.7,8.801613,62,1918,0,0,2,0,231,2
1233.3,14.3407,86,1980,0,0,2,1,531,5
1287.3,18.39,70,1984,0,0,1,1,1312,13
475.8,8.81111,54,1966,0,1,2,0,1334,13
346.4,6.535849,53,1957.5,0,0,1,0,1281,13
1831.6,13.77143,133,1961,0,0,3,1,1372,14
1069.6,14.26133,75,1972,0,0,1,1,1942,19
478.3,7.358461,65,1954,0,0,2,1,1853,19
360.3,7.064706,51,1918,0,0,2,1,916,9
528.6,7.143243,74,1939,0,0,1,1,916,9
732.3,8.515116,86,1939,0,0,1,1,916,9
965.8,9.755555,99,1962,0,0,1,1,951,10
868.9,8.689,100,1918,0,0,2,0,961,10
669.3,20.28182,33,1972,0,0,1,1,2522,25
964.9,11.6253,83,1957.5,0,0,1,1,1644,16
463.3,8.909616,52,1924,0,0,1,1,1124,11
884.5,8.189815,108,1955,0,0,1,1,1112,11
622.9,15.19268,41,1982,0,0,2,1,411,4
1002.5,8.717391,115,1918,0,0,2,1,411,4
1928.5,19.4798,99,1991,1,0,1,1,1321,13
885.2,13.61846,65,1918,0,0,2,1,242,2
1388.4,15.95862,87,1981,1,0,1,1,1361,14
1164.8,17.64849,66,1964,0,0,1,1,1342,13
654.8,21.82667,30,1959,0,0,2,1,360,4
1220.3,20.33834,60,1987,0,1,2,0,1534,15
551,10.59615,52,1918,0,0,1,1,1401,14
410.7,8.738298,47,1957.5,0,0,1,1,1404,14
1159.7,20.70893,56,1984,1,1,2,1,1543,15
1330.3,16.62875,80,1980,1,0,2,1,1544,15
971.4,13.87714,70,1965,0,0,2,1,1243,12
984.8,17.58571,56,1984,0,0,1,1,1132,11
2450.2,26.34624,93,1939,0,0,2,1,426,4
451,8.351851,54,1959,0,1,1,1,1132,11
500.4,7.698462,65,1957,0,0,1,1,1132,11
756.1,10.80143,70,1957.5,0,0,1,1,422,4
859.3,10.74125,80,1972,0,0,1,1,1011,10
1149.3,10.44818,110,1929,0,0,1,1,1011,10
1321.9,15.73691,84,1957.5,1,0,2,1,1243,12
397.7,8.461702,47,1938,0,0,2,0,411,4
629.5,26.22917,24,1983,0,0,2,1,426,4
358,6.280702,57,1956,0,0,2,1,1242,12
286.4,8.42353,34,1924,0,0,1,1,1236,12
763.3,8.98,85,1963,0,0,2,1,411,4
735.8,11.49687,64,1957.5,0,0,2,1,2527,25
935.3,11.00353,85,1967,0,0,1,1,2524,25
767.4,9.713924,79,1956,0,0,1,1,2524,25
520.4,11.07234,47,1972,0,0,1,1,1932,19
1243.1,12.81546,97,1971,0,0,1,1,1012,10
1136.7,18.63443,61,1970,0,0,1,1,1013,10
1159.1,19.31833,60,1939,0,0,1,1,261,3
902.9,18.058,50,1967,0,0,2,1,2523,25
866.6,9.318279,93,1953,0,0,1,1,1921,19
1669.3,20.86625,80,1939,0,0,2,0,1244,12
867.8,9.974712,87,1972,0,0,1,1,1321,13
1090,10.38095,105,1929,0,0,1,1,541,5
548.7,10.16111,54,1929,0,0,2,1,390,4
1672.8,18.58667,90,1996,0,0,1,1,552,6
714.8,15.88444,45,1929,0,0,1,1,563,6
542.3,9.683928,56,1932,0,0,1,1,1812,18
529,11.75556,45,1939,0,0,1,1,1841,18
904.2,13.7,66,1954,0,0,1,1,1821,18
904.9,17.40192,52,1918,0,0,1,1,1811,18
804.2,11.65507,69,1918,0,0,1,0,1711,17
1993.7,32.15645,62,1984,1,0,2,1,1852,19
825.8,11.79714,70,1918,0,0,2,1,360,4
744.8,13.79259,54,1957.5,0,0,2,0,360,4
1027.5,18.34822,56,1929,0,0,2,1,360,4
1865.9,18.659,100,1929,0,0,2,1,414,4
551,7.25,76,1963,0,0,1,1,1134,11
977,19.15686,51,1972,0,0,1,1,422,4
625.1,18.38529,34,1952,0,0,1,1,1236,12
965.9,19.318,50,1962,0,0,2,1,411,4
1179.3,19.33279,61,1957.5,0,0,2,1,413,4
1472.2,16.72955,88,1983,0,0,1,1,2024,20
706.1,12.38772,57,1924,0,0,1,1,1924,19
514.3,6.95,74,1918,0,0,1,1,1812,18
1368.7,15.20778,90,1924,0,0,2,1,1832,18
1253.3,11.39364,110,1962,0,0,2,1,413,4
824,16.48,50,1986,0,0,2,1,1545,15
958.7,12.13544,79,1955,0,0,2,1,2525,25
1591.2,18.72,85,1930,0,0,2,1,926,9
526.4,8.355556,63,1929,0,0,2,1,942,9
682.9,8.034118,85,1918,0,0,1,0,242,2
1763.9,20.27471,87,1924,0,0,3,1,925,9
577.2,14.43,40,1973,0,0,1,1,2222,22
696,29,24,1971,0,0,1,1,961,10
793.8,11.84776,67,1957.5,0,0,2,1,233,2
455.3,6.323611,72,1968,0,0,1,1,2222,22
838.1,11.97286,70,1918,0,0,2,0,210,2
532.3,6.65375,80,1957.5,0,0,1,0,962,10
2407.7,18.24015,132,1939,0,1,2,1,961,10
552.2,6.002174,92,1918,0,0,1,1,914,9
834.6,8.182353,102,1930,0,0,1,1,916,9
649.1,14.42444,45,1929,1,0,1,1,915,9
676.4,7.865117,86,1929,0,0,2,1,961,10
656.9,26.276,25,1965,0,0,1,1,961,10
907.1,12.42603,73,1962,0,0,2,1,2131,21
740.9,11.22576,66,1959,1,0,1,1,1132,11
1131.9,18.25645,62,1963,0,0,1,1,1132,11
633,21.82759,29,1961,0,0,1,1,1132,11
364.3,5.27971,69,1939,0,0,2,1,425,4
487.7,7.866129,62,1929,0,0,1,0,1132,11
1217.1,13.0871,93,1955,0,0,1,1,422,4
1130.5,15.27703,74,1938,0,0,2,1,1241,12
1076.3,20.30755,53,1996,0,1,1,1,624,6
748.4,22.01176,34,1991,0,0,1,1,611,6
428.3,7.138333,60,1956,0,0,1,0,711,7
628.7,6.103884,103,1929,0,0,1,0,816,8
993.7,16.56167,60,1962,0,0,1,1,723,7
1168.1,20.85893,56,1918,0,0,1,1,332,3
474.4,16.94286,28,1918,0,0,2,1,813,8
1004.4,11.16,90,1918,0,0,2,1,233,2
478.5,15.95,30,1957.5,0,0,1,1,251,3
850.9,9.35055,91,1918,0,0,1,0,612,6
646.7,8.08375,80,1971,0,0,1,1,1012,10
526.5,7.212329,73,1954,0,0,2,1,425,4
1033.1,10.87474,95,1971,0,0,1,1,1012,10
1031.4,11.85517,87,1971,0,0,1,1,1012,10
500.9,8.348333,60,1965,0,0,1,1,1957,20
421.2,7.02,60,1918,0,0,2,0,943,9
309.2,5.946154,52,1986,0,0,2,1,941,9
491.8,7.932258,62,1918,0,0,1,0,814,8
743.6,9.914666,75,1918,0,0,2,0,563,6
367.3,9.66579,38,1918,0,0,1,0,1711,17
584.4,9.740001,60,1957.5,0,0,1,0,552,6
1112.9,12.22967,91,1970,0,0,1,1,1723,17
594.6,11.43462,52,1968,0,0,1,1,1641,16
1267.2,18.36522,69,1972,0,0,1,1,963,10
512,15.05882,34,1960,0,0,1,1,1363,14
1624.6,21.95405,74,1924,0,0,2,1,711,7
775.1,10.61781,73,1967,0,0,1,1,2524,25
543.5,10.45192,52,1918,0,0,2,0,543,5
1043.6,16.05538,65,1918,0,0,1,1,543,5
1646.4,18.09231,91,1918,0,0,2,1,531,5
1157.8,17.2806,67,1958,0,0,2,1,543,5
537.6,6.637037,81,1918,0,0,2,0,541,5
804.8,27.75172,29,1957.5,0,0,2,1,210,2
614.8,16.17895,38,1965,0,0,1,1,1123,11
999.2,21.25957,47,1994.5,0,0,1,1,1516,15
1282,16.64935,77,1981,1,0,2,1,1532,15
503.4,8.989285,56,1918,0,0,2,0,1634,16
1055.7,20.7,51,1982,0,0,1,1,1646,16
1121.4,16.49118,68,1983,0,0,1,1,1643,16
784.2,9.448193,83,1960,0,0,1,1,1812,18
976.9,12.68701,77,1964,0,0,1,1,1833,18
2402.8,19.37742,124,1997,0,0,2,1,231,2
662.8,9.468572,70,1918,0,0,2,0,914,9
876.9,9.134376,96,1941,0,0,1,1,1375,14
646.4,17.47027,37,1957.5,0,0,1,1,1025,10
1258.8,17.48333,72,1970,0,0,2,1,2315,23
1322.3,10.5784,125,1991,0,0,2,1,930,9
740.7,8.924096,83,1929,0,0,1,1,1011,10
1407.8,9.984398,141,1929,0,0,1,1,1011,10
1075,16.28788,66,1972,0,0,1,1,963,10
1712.7,18.41613,93,1972,1,0,1,1,711,7
435.8,15.02759,29,1969,0,0,2,1,563,6
1088,17,64,1929,0,0,1,1,1812,18
879.5,10.99375,80,1962,0,0,1,1,963,10
764.5,17.77907,43,1957.5,0,0,1,1,2027,20
1404.9,13.25377,106,1972,1,0,2,1,733,7
1160.5,13.49419,86,1968,0,0,1,1,1942,19
649.6,8.89863,73,1968,0,0,1,1,1921,19
745.2,16.56,45,1992,0,0,1,1,734,7
776.8,9.247619,84,1939,0,0,1,1,734,7
935.1,10.62614,88,1968,0,0,1,1,1942,19
690.9,17.71539,39,1974,0,0,1,1,1922,19
553.5,13.8375,40,1957.5,0,0,1,1,1922,19
684.1,17.1025,40,1968,0,0,1,1,1942,19
921.6,9.501031,97,1972,0,0,1,1,723,7
1414,16.25287,87,1963,0,1,2,1,1931,19
751.7,11.56462,65,1965,0,0,2,1,1933,19
897.6,13.80923,65,1963,0,0,1,1,1342,13
1132.5,18.26613,62,1957.5,0,0,1,1,1404,14
1147.6,16.63188,69,1918,0,0,3,1,1335,13
663.7,18.43611,36,1969,0,0,1,1,1402,14
748.9,12.27705,61,1960,0,0,1,1,1363,14
741.1,19.50263,38,1994.5,0,0,1,1,1342,13
775.6,17.62727,44,1991,0,0,1,1,712,7
985.2,15.89032,62,1985,0,0,1,1,2134,21
659.2,8.24,80,1974,0,0,1,1,2033,20
712.2,9.371053,76,1918,0,0,1,0,612,6
994.4,13.43784,74,1957.5,0,0,2,0,350,4
788.4,8.387235,94,1918,0,0,2,0,1261,13
921.5,13.16429,70,1957.5,0,0,2,1,415,4
501,13.54054,37,1957.5,0,0,2,1,1243,12
304.2,3.755556,81,1972,0,0,2,0,413,4
645.5,17.44595,37,1972,0,0,2,1,426,4
1000.3,15.38923,65,1956,0,0,2,1,350,4
1088.4,11.70323,93,1918,0,0,2,1,414,4
572.3,19.07667,30,1971,0,0,2,1,426,4
1548.6,22.77353,68,1957.5,0,1,2,1,563,6
510.2,8.098413,63,1918,0,0,2,0,563,6
810.6,21.33158,38,1929,0,0,1,1,563,6
1002.1,14.95672,67,1972,1,0,1,1,422,4
713.3,11.50484,62,1957.5,0,0,2,1,350,4
727.7,9.329488,78,1957.5,0,0,1,1,422,4
1005.3,9.666346,104,1957.5,0,0,2,1,413,4
998.8,16.92881,59,1986,0,0,1,1,1014,10
1189.7,11.77921,101,1971,0,0,1,1,1012,10
1108.8,17.05846,65,1972,0,1,1,1,2513,25
949.8,9.311765,102,1924,0,0,1,1,1011,10
365.3,8.495349,43,1957.5,0,0,2,1,964,10
581.4,12.92,45,1974,0,0,3,1,1955,20
626,12.77551,49,1965,0,0,1,1,1934,19
506.4,9.042857,56,1982,0,0,1,1,1121,11
888.1,8.223148,108,1955,1,0,1,1,1111,11
597.2,14.93,40,1935,0,0,1,1,1132,11
432.7,6.363235,68,1957,0,0,1,1,1241,12
1418,13.76699,103,1982,1,1,1,1,422,4
769.8,10.54521,73,1954,0,0,2,0,2526,25
655,8.733334,75,1957.5,0,0,2,1,2123,21
1148,16.88235,68,1957.5,0,0,2,1,2012,20
1340,19.70588,68,1995,0,0,2,1,711,7
451.1,7.518333,60,1957.5,0,1,1,1,711,7
586.3,12.21458,48,1965,0,0,1,1,1957,20
925,17.78846,52,1972,0,0,1,1,1957,20
1844.4,18.82041,98,1973,0,0,3,1,1955,20
602.7,12.8234,47,1972,0,0,1,1,1957,20
624.5,8.217105,76,1929,0,0,1,1,624,6
612.7,12.50408,49,1972,0,0,1,1,1934,19
996.9,18.46111,54,1969,0,0,1,1,1112,11
1046.4,17.44,60,1972,0,0,2,1,1235,12
1166.5,17.15441,68,1991,1,0,2,1,390,4
737.2,23.78065,31,1972,0,0,1,1,422,4
447,9.510638,47,1924,0,0,2,1,1242,12
1319.3,16.28765,81,1969,0,0,2,1,1333,13
1086.3,15.975,68,1939,0,0,3,1,964,10
1003.2,21.8087,46,1969,0,0,1,1,422,4
871.6,11.17436,78,1957.5,0,0,2,0,350,4
892.1,10.25402,87,1963,0,0,1,1,1123,11
816.9,7.63458,107,1929,0,0,2,1,1243,12
1020.2,13.07949,78,1961,0,0,1,1,1132,11
1233,14.50588,85,1965,0,0,2,1,1241,12
673.2,8.857895,76,1987,0,0,1,1,952,10
551,17.77419,31,1983,0,0,1,1,2221,22
1485.3,16.50333,90,1957.5,0,0,2,1,913,9
